calendar_year,fund_code,fund_name,base_schedule_number,recid,first_pdf_page
2023,OAU,"Trust Fund to Support the rkl^r Pursuant to Security Councils OOPM (OMNS), OPTU (OMNT) and OQRT (OMNV)",1.45,4060617.0,123
2023,OST,Trust Fund in Support of the Office of the Secretary-General's Envoy on Technology,6.27,4060617.0,414
2023,OTB,Trust Fund to Support the launch and operationalization of the Technology Bank for LDCs,3.28,4060617.0,243
2023,OUN,Technical Cooperation Trust Fund for One UN projects implemented by UNCTAD,3.29,4060617.0,246
2023,PDF,Trust Fund for United Nations Peace and Development,3.30,4060617.0,249
2023,PGA,Trust Fund for Population and Development,3.31,4060617.0,252
2023,PIA,Trust Fund for Public Awareness on Disarmament Affairs,1.47,4060617.0,129
2023,PIL,Trust Fund for the Office of Legal Affairs to Support the Promotion of International Law,2.7,4060617.0,156
2023,PSL,Trust Fund in Support of Peace and Security in Libya,1.26,4060617.0,72
2023,PSM,Trust Fund in Support of Peace and Security in Mali,1.27,4060617.0,75
2023,PSO,Trust Fund for the Peacebuilding Support Office,1.28,4060617.0,78
2023,PYA,Trust Fund for Preventive Action,1.29,4060617.0,81
2023,QGA,United Nations Fund for International Partnership (UNFIP),7.1,4060617.0,420
2023,QGB,Trust Fund for Partnerships,7.2,4060617.0,423
2023,QOA,United Nations Trust Fund for Enhancing Professional Capacity in Internal Oversight Functions,6.13,4060617.0,382
2023,RIA,United Nations Research Institute for Social Development,3.32,4060617.0,255
2023,RMB,Trust Fund to Support the Activities of the International Residual Mechanism for Criminal Tribunals,2.8,4060617.0,159
2023,ROD,Trust Fund in Support of the United Nations Register of Damage,1.30,4060617.0,83
2023,RSS,Trust Fund for the United Nations Mission in South Sudan,1.48,4060617.0,131
2023,SAU,Trust Fund in Support of the African Union Mission to Somalia (AMISOM),1.31,4060617.0,86
2023,SBA,Trust Fund in Support of United Nations Programme on Peaceful Uses of Outer Space,1.32,4060617.0,89
2023,SCC,Trust Fund to Support the Syrian Constitutional Committee,1.49,4060617.0,134
2023,SCS,Trust Fund in Support of the Activities of the Office of the UN Special Coordinator for the Development in the Sahel,3.42,4060617.0,288
2023,SEA,Trust Fund in Support of the Office of the Special Coordinator on Improving United Nations Response to Sexual Exploitation and Abuse,6.28,4060617.0,417
2023,SHA,United Nations Trust Fund on Contemporary Forms of Slavery,4.13,4060617.0,329
2023,SIM,Trust Fund in Support of the International Impartial and Independent Mechanism,2.12,4060617.0,170
2023,SNA,Trust Fund to promote information to United Nations staff about the work of the Organization (formerly Secretariat News Trust Fund),6.15,4060617.0,385
2023,SOP,Trust Fund for Peacebuilding in Somalia,1.33,4060617.0,92
2023,SVB,Trust Fund in Support of Victims of Sexual Exploitaion and Abuse,1.35,4060617.0,95
2023,SVC,Trust Fund in Support of the Office of the Special Representative of the Secretary-General on Sexual Violence in Conflict,1.36,4060617.0,98
2023,SVD,Trust Fund in Support of the Special Representative of the Secretary-General on Violence against Children,1.37,4060617.0,101
2023,SWE,Trust Fund for Support of Joint Inspection Unit (JIU) Activities,3.33,4060617.0,258
2023,SZA,Trust Fund in Support of Political Affairs,1.38,4060617.0,104
2023,TJA,Trust Fund to Assist States in the Judicial Settlement of Disputes through the International Court of Justice,2.9,4060617.0,162
2023,TLA,"Trust Fund for the United Nations Programme of Assistance in the Teaching, Study, Dissemination and Wider Appreciation of International Law",2.10,4060617.0,164
2023,TTA,United Nations Commission on International Trade Law Symposia,2.11,4060617.0,167
2023,TXB,Trust Fund for UNCTAD Technical Cooperation Projects,3.34,4060617.0,261
2023,UDF,UN Democracy Trust Fund,1.39,4060617.0,107
2023,UGA,Trust Fund for Security of Staff Members of the United Nations System,6.16,4060617.0,387
2023,UIC,Trust Fund for the United Nations Operation in Cote d'Ivoire,1.40,4060617.0,110
2023,UNN,Trust Fund for UNON Extrabudgetary,6.17,4060617.0,390
2023,UPR,Voluntary Fund for Financial and Technical Assistance for the Implementation of the Universal Periodic Review,4.15,4060617.0,332
2023,VPU,Voluntary Fund for Participation in the Universal Periodic Review,4.16,4060617.0,335
2023,VTA,Voluntary Technical Assistance Trust Fund to Support the Paticipation of Least Developed Countries & Small Island Developing States in the Work of the Human Rights Council,4.17,4060617.0,338
2023,WAA,Trust Fund for Aging,3.35,4060617.0,266
2023,WKA,Trust Fund to Support the Work of the High-level Political Forum on Sustainable Development,3.36,4060617.0,269
2023,WOA,Trust Fund for the Follow-up to the World Summit for Social Development,3.37,4060617.0,272
2023,WVZ,ESCWA - Technical Cooperation Trust Fund,3.38,4060617.0,275
2023,XES,Trust Fund for Department of Economic and Social Affairs Capacity Development Programme,3.39,4060617.0,278
2023,YJA,Trust Fund for Alliance of Civilizations,3.40,4060617.0,281
2023,YRA,Trust Fund for Will and Gift to the UN,6.19,4060617.0,393
2024,ACM,Trust Fund in Support of General Assembly and Conference Management Activities,6.1,4087012.0,351
2024,AHA,Voluntary Fund for Advisory Services and Technical Assistance in the Field of Human Rights,4.1,4087012.0,294
2024,AMR,Trust Fund for the Annual Ministerial Review and the Development Cooperation Forum,3.1,4087012.0,183
2024,AMS,Trust Fund for the United Nations Integrated Transition Assistance Mission in Sudan,1.52,4087012.0,140
2024,ANC,Trust Fund in Support of the United Nations Mission in Afghanistan UNAMA,1.1,4087012.0,12
2024,BKT,ESCAP - Technical Cooperation Project Trust Funds - Local,3.2,4087012.0,186
2024,BTF,General Trust Fund for ESCAP Regional Activities,3.3,4087012.0,190
2024,BTS,ECLAC Santiago - Technical Cooperation Project Trust Funds,3.4,4087012.0,193
2024,CAF,Trust Fund in Support of Peacebuilding Efforts in the Central African Republic,1.2,4087012.0,15
2024,CCR,Trust Fund to Support the Coordination and Coherence of the Rule of Law Activities of the United Nations System,2.1,4087012.0,149
2024,CCS,Trust Fund for Climate Change Support,6.2,4087012.0,354
2024,CER,Central Emergency Response Fund,4.2,4087012.0,297
2024,CFE,Trust Fund for ECA Construction,6.21,4087012.0,399
2024,CHA,United Nations Voluntary Fund for Victims of Torture,4.3,4087012.0,301
2024,CIA,Trust Fund for a Human Rights Education Programme in Cambodia,4.4,4087012.0,304
2024,CIB,Trust Fund in support of the construction and renovation of the United Nations compound in Baghdad,1.3,4087012.0,18
2024,CLA,Trust Fund for Legal Affairs and related issues,2.2,4087012.0,152
2024,CLO,Trust Funds converted from IMIS to be closed,6.3,4087012.0,357
2024,CLR,Trust Fund Central Emergency Response Fund Loan component,4.5,4087012.0,306
2024,CNM,Trust Fund in Support of the Cameroon-Nigeria Border Demarcation and Other Activities Related to Preventive Diplomacy and Peacemaking,1.43,4087012.0,118
2024,COC,Trust Fund to Support Management and Reform Activities,6.4,4087012.0,359
2024,CPK,Trust Fund in Support Peacekeeping Activities,1.4,4087012.0,20
2024,CSA,Trust Fund for Case Studies on the Functioning of the Operational Activities for Development of the United Nations System,3.5,4087012.0,197
2024,CTD,Trust Fund for the Counter-Terrorism Committee Executive Directorate,1.5,4087012.0,23
2024,CTI,Trust Fund for Counter-Terrorism,1.6,4087012.0,26
2024,CYP,Trust Fund to Support Peace and Security in Cyprus,1.7,4087012.0,29
2024,DAA,United Nations Regional Centre for Peace and Disarmament in Africa,1.8,4087012.0,31
2024,DBA,"Trust Fund for the United Nations Regional Centre for Peace, Disarmament and Development in Latin America",1.9,4087012.0,34
2024,DDN,Trust Fund for the Strengthening of the Office of the Emergency Relief Coordinator,4.6,4087012.0,308
2024,DFA,Trust Fund for the United Nations Regional Centre for Peace and Disarmament in Asia,1.10,4087012.0,37
2024,DGA,Trust Fund for Global and Regional Disarmament Activities,1.11,4087012.0,40
2024,DGT,Sub-account for supporting the implementation of the Arms Trade Treaty and Programme of Action,1.12,4087012.0,43
2024,DJA,Trust Fund for the establishment of a Joint Investigative Mechanism (gfj) pursuant to rkp`o OOPR (OMNR),1.13,4087012.0,46
2024,DLA,Sasakawa - UNDRO Disaster Prevention Award Endowment Fund,4.7,4087012.0,312
2024,DRA,United Nations Institute for Disarmament Research,1.14,4087012.0,48
2024,DSA,Special Purpose Trust Fund for the Reinvigorated Resident Coordinator (RC) System,6.22,4087012.0,402
2024,DUN,Trust Fund for Digital Agenda,6.20,4087012.0,396
2024,DWA,Trust Fund for the United Nations Disarmament Information Programme,1.46,4087012.0,126
2024,DXA,Trust Fund for Disaster Reduction,4.8,4087012.0,314
2024,ECE,ECE Local Technical Co-operation Trust Funds,3.8,4087012.0,200
2024,ERA,Development Forum Trust Fund,5.1,4087012.0,343
2024,ESA,Trust Fund for Economic and Social Information,5.2,4087012.0,345
2024,ESW,Trust Fund in Support of the System-Wide Evaluation,6.26,4087012.0,412
2024,FII,Trust Fund on Indigenous Issues,3.11,4087012.0,204
2024,FYA,United Nations Trust Fund on Family Activities,3.12,4087012.0,207
2024,GAC,Trust Fund in Support of the Office of the President of the General Assembly,6.5,4087012.0,362
2024,GBA,Trust Fund for Statistical Development and Capacity Building,3.13,4087012.0,209
2024,GCU,United Nations Trust Fund for Government Contributions to UNICS,5.3,4087012.0,348
2024,GIV,Trust Fund to Support Global Impact and Vulnerability Alert System,6.6,4087012.0,365
2024,GKA,Global Compact Trust Fund,3.14,4087012.0,212
2024,GLA,Trust Fund in support of the Office of the Special Envoy of the Secretary-General for the Great Lakes Region,1.16,4087012.0,51
2024,GTA,Trust Fund for German Language Translation,6.7,4087012.0,368
2024,HBP,Trust Fund for the Implementation of HLCM Plan of Action for the Harmonization of Business Practices in the United Nations system,6.8,4087012.0,371
2024,HCA,Trust Fund for the Support to the Activities of the Centre for Human Rights,4.9,4087012.0,318
2024,HCB,Host Country Agreements - rken (Volume 1),6.23,4087012.0,406
2024,HDM,ECA as Executing Agency for Miscellaneous Technical Co-operation Funds,3.15,4087012.0,215
2024,HIA,Trust Fund to Support Activities for the Follow-up to the International Conference on Financing for Development,3.16,4087012.0,218
2024,HKA,Trust Fund in Support of the Political Transition in Haiti,1.18,4087012.0,54
2024,HYA,Trust Fund for Human Security,4.10,4087012.0,322
2024,ICJ,Trust Fund for the Judicial Fellowship of the International Court of Justice,2.14,4087012.0,180
2024,IDA,United Nations Voluntary Fund on Disability,3.17,4087012.0,221
2024,IDP,African Institute for Economic Development and Planning (IDEP),3.41,4087012.0,287
2024,IEA,United Nations Youth Fund,3.18,4087012.0,224
2024,IHA,United Nations Voluntary Fund for Indigenous Populations,4.11,4087012.0,325
2024,IIM,Trust Fund for the Independent Investigative Mechanism for Myanmar,2.13,4087012.0,177
2024,IIT,Trust Fund to Support the Iraq Investigative Team pursuant to rkp`o OPTV (OMNT),1.42,4087012.0,115
2024,JMS,Trust Fund for the AU-UN Joint Mediation Support Team (JMST) for Darfur,1.19,4087012.0,56
2024,JPO,Trust Fund for Junior Professional Officer Programme Administered by Department of Economic and Social Affairs,3.20,4087012.0,227
2024,JTA,Trust Fund for the Millennium Assembly and the Millennium Summit of the United Nations,6.9,4087012.0,373
2024,KDB,"Trust Fund to Support the Implementation of Community-based Assistance Projects of the Roma, Ashkali and Egyptian Communities in Kosovo",1.41,4087012.0,113
2024,KJA,Trust Fund to Assist Members of the Commission on the Limits of the Continental Shelf from Developing States to Participate in its Meetings,2.5,4087012.0,155
2024,KRT,UNAKRT - UN Assistance for the Khmer Rouge Trails,3.21,4087012.0,230
2024,KSA,Trust Fund in Support of the United Nations Forum on Forests,3.22,4087012.0,233
2024,KUA,Trust Fund to Assist Developing States in the Preparation of Submissions to the Commission on the Limits of the Continental Shelf,2.6,4087012.0,158
2024,LAC,ECLAC - Miscellaneous project accounts,3.23,4087012.0,236
2024,LEA,Library Endowment Fund,6.10,4087012.0,376
2024,LJA,Trust Fund for Special Projects of the Secretary-General,6.11,4087012.0,378
2024,LLA,Trust Fund in Support of the Department of Peacekeeping Operations,1.20,4087012.0,58
2024,LLB,Trust Fund in Support of the Department of Operational Support,1.44,4087012.0,120
2024,LLS,"Trust Fund in Support of Activities Undertaken by the Office of the High Representative for the Least Developed Countries, Landlocked Developing Countries and Small Island Developing States (OHRLLS)",3.24,4087012.0,238
2024,LMR,Trust Fund for Locally Mobilized Non-Core Support for the UN Resident Coordinator Offices,6.25,4087012.0,409
2024,LPD,Trust Fund to Support Lasting Peace in Darfur,1.21,4087012.0,61
2024,LRA,Trust Fund for the Financing of the Implementation of the Convention on Long-Range Transboundary Air Pollution,3.25,4087012.0,241
2024,LSS,Trust Fund for UNOG Local Support Services,6.12,4087012.0,381
2024,MIS,Trust Fund in Support of the African-led International Support Mission in the Central African Republic (MISCA),1.22,4087012.0,63
2024,MNA,Voluntary Trust Fund for Assistance in Mine Action,4.12,4087012.0,328
2024,MSM,Trust Fund in Support of the African-led International Support Mission in Mali,1.23,4087012.0,65
2024,MSS,Trust Fund in Support of the Multinational Security Support (MSS) Mission in Haiti,1.53,4087012.0,143
2024,MWF,Trust Fund for the Memorial Wall for Fallen UN Peacekeepers,6.29,4087012.0,421
2024,MYM,Trust Fund in support of executing the mandate of the Special Envoy of Secretary-General on Myanmar (SESG-Myanmar),1.50,4087012.0,137
2024,NAA,Trust Fund for the Support of Activities of OSAA to the New Partnership for Africa's Development (NEPAD) and Tokyo International Conference on African Development (TICAD) Process,3.27,4087012.0,244
2024,NGA,Trust Fund to Support Peace Process in the Democratic Republic of Congo,1.24,4087012.0,67
2024,NNA,Trust Fund for Children and Armed Conflict,1.25,4087012.0,70
2024,OAU,Trust Fund to support the rkl^r pursuant to Security Councils OOPM (OMNS) OPTU (OMNT) and OQRT (OMNV),1.45,4087012.0,123
2024,OST,Trust Fund in Support of the Office of the Secretary-General's Envoy on Technology,6.27,4087012.0,415
2024,OTB,Trust Fund to Support the launch and operationalization of the Technology Bank for LDCs,3.28,4087012.0,247
2024,OUN,Technical Cooperation Trust Fund for One UN projects implemented by UNCTAD,3.29,4087012.0,250
2024,PDF,Trust Fund for United Nations Peace and Development,3.30,4087012.0,253
2024,PGA,Trust Fund for Population and Development,3.31,4087012.0,256
2024,PIA,Trust Fund for Public Awareness on Disarmament Affairs,1.47,4087012.0,129
2024,PIL,Trust Fund for the Office of Legal Affairs to Support the Promotion of International Law,2.7,4087012.0,160
2024,PSL,Trust Fund in Support of Peace and Security in Libya,1.26,4087012.0,73
2024,PSM,Trust Fund in Support of Peace and Security in Mali,1.27,4087012.0,76
2024,PSO,Trust Fund for the Peacebuilding Support Office,1.28,4087012.0,79
2024,PYA,Trust Fund for Preventive Action,1.29,4087012.0,82
2024,QGA,United Nations Fund for International Partnership (UNFIP),7.1,4087012.0,424
2024,QGB,Trust Fund for Partnerships,7.2,4087012.0,427
2024,QOA,United Nations Trust Fund for Enhancing Professional Capacity in Internal Oversight Functions,6.13,4087012.0,384
2024,RIA,United Nations Research Institute for Social Development,3.32,4087012.0,259
2024,RMB,Trust Fund to Support the Activities of the International Residual Mechanism for Criminal Tribunals,2.8,4087012.0,163
2024,ROD,Trust Fund in Support of the United Nations Register of Damage,1.30,4087012.0,85
2024,RSS,Trust Fund for the United Nations Mission in South Sudan,1.48,4087012.0,131
2024,SAU,Trust Fund in Support of the African Union Mission to Somalia (AMISOM),1.31,4087012.0,87
2024,SBA,Trust Fund in Support of United Nations Programme on Peaceful Uses of Outer Space,1.32,4087012.0,90
2024,SCC,Trust Fund to support the Syrian Constitutional Committee,1.49,4087012.0,134
2024,SCS,Trust Fund in support of the activities of the Office of the UN Special Coordinator for the Development in the Sahel,3.42,4087012.0,291
2024,SEA,Trust Fund in support of the Special Coordinator on improving the United Nations response to Sexual Exploitation and Abuse,6.28,4087012.0,418
2024,SHA,United Nations Trust Fund on Contemporary Forms of Slavery,4.13,4087012.0,331
2024,SIM,Trust Fund in Support of the International Impartial and Independent Mechanism,2.12,4087012.0,174
2024,SNA,Trust Fund to promote information to United Nations staff about the work of the Organization (formerly Secretariat News Trust Fund),6.15,4087012.0,386
2024,SOP,Trust Fund for Peacebuilding in Somalia,1.33,4087012.0,93
2024,SVB,Trust Fund in Support of Victims of Sexual Exploitaion and Abuse,1.35,4087012.0,96
2024,SVC,Trust Fund in Support of the Office of the Special Representative of the Secretary-General on Sexual Violence in Conflict,1.36,4087012.0,99
2024,SVD,Trust Fund in Support of the Special Representative of the Secretary-General on Violence against Children,1.37,4087012.0,102
2024,SWE,Trust Fund for Support of Joint Inspection Unit (JIU) Activities,3.33,4087012.0,262
2024,SZA,Trust Fund in Support of Political Affairs,1.38,4087012.0,105
2024,TJA,Trust Fund to Assist States in the Judicial Settlement of Disputes through the International Court of Justice,2.9,4087012.0,166
2024,TLA,"Trust Fund for the United Nations Programme of Assistance in the Teaching, Study, Dissemination and Wider Appreciation of International Law",2.10,4087012.0,168
2024,TTA,United Nations Commission on International Trade Law Symposia,2.11,4087012.0,171
2024,TXB,Trust Fund for UNCTAD Technical Cooperation Projects,3.34,4087012.0,265
2024,UDF,UN Democracy Trust Fund,1.39,4087012.0,108
2024,UGA,Trust Fund for Security of Staff Members of the United Nations System,6.16,4087012.0,388
2024,UIC,Trust Fund for the United Nations Operation in Cote d'Ivoire,1.40,4087012.0,111
2024,UNN,Trust Fund for UNON Extrabudgetary,6.17,4087012.0,391
2024,UPR,Voluntary Fund for Financial and Technical Assistance for the Implementation of the Universal Periodic Review,4.15,4087012.0,334
2024,VPU,Voluntary Fund for Participation in the Universal Periodic Review,4.16,4087012.0,337
2024,VTA,Voluntary Technical Assistance Trust Fund to Support the Paticipation of Least Developed Countries & Small Island Developing States in the work of the Human Rights Council,4.17,4087012.0,340
2024,WAA,Trust Fund for Aging,3.35,4087012.0,270
2024,WKA,Trust Fund to Support the Work of the High-level Political Forum on Sustainable Development,3.36,4087012.0,272
2024,WOA,Trust Fund for the Follow-up to the World Summit for Social Development,3.37,4087012.0,275
2024,WVZ,ESCWA - Technical Cooperation Trust Fund,3.38,4087012.0,278
2024,XES,Trust Fund for Department of Economic and Social Affairs Capacity Development Programme,3.39,4087012.0,281
2024,YEA,Trust Fund in Support of Office of the Special Envoy of the Secretary General to Yemen (OSESGY),1.54,4087012.0,146
2024,YJA,Trust Fund for Alliance of Civilizations,3.40,4087012.0,284
2024,YRA,Trust Fund for Will and Gift to the UN,6.19,4087012.0,394
